id_cmd|id_c|id_v|quantite_et_pdt|date_cmd
441|26|5|[{id_produit=35, quantite=15}, {id_produit=20, quantite=13}, {id_produit=1, quantite=17}, {id_produit=49, quantite=8}, {id_produit=25, quantite=18}, {id_produit=37, quantite=10}, {id_produit=37, quantite=13}, {id_produit=39, quantite=6}, {id_produit=23, quantite=16}, {id_produit=24, quantite=10}, {id_produit=28, quantite=10}, {id_produit=43, quantite=1}, {id_produit=41, quantite=2}, {id_produit=57, quantite=8}, {id_produit=4, quantite=1}, {id_produit=31, quantite=17}, {id_produit=7, quantite=16}, {id_produit=5, quantite=12}, {id_produit=12, quantite=1}]|14-12-2021
442|36|2|[{id_produit=28, quantite=13}, {id_produit=17, quantite=20}, {id_produit=28, quantite=15}, {id_produit=55, quantite=9}, {id_produit=2, quantite=9}, {id_produit=55, quantite=2}, {id_produit=24, quantite=1}, {id_produit=49, quantite=13}, {id_produit=17, quantite=9}, {id_produit=30, quantite=13}, {id_produit=31, quantite=14}, {id_produit=9, quantite=18}, {id_produit=51, quantite=11}, {id_produit=51, quantite=5}, {id_produit=53, quantite=4}, {id_produit=52, quantite=13}, {id_produit=50, quantite=13}, {id_produit=22, quantite=8}, {id_produit=52, quantite=11}, {id_produit=17, quantite=4}]|27-01-2021
443|67|4|[{id_produit=45, quantite=18}, {id_produit=59, quantite=2}, {id_produit=43, quantite=20}, {id_produit=51, quantite=13}, {id_produit=46, quantite=9}, {id_produit=46, quantite=18}, {id_produit=5, quantite=19}, {id_produit=46, quantite=13}, {id_produit=10, quantite=9}, {id_produit=1, quantite=16}, {id_produit=18, quantite=19}, {id_produit=21, quantite=19}, {id_produit=1, quantite=17}]|28-03-2022
444|71|1|[{id_produit=20, quantite=4}]|14-09-2022
445|3|3|[{id_produit=56, quantite=17}, {id_produit=48, quantite=2}, {id_produit=29, quantite=19}, {id_produit=59, quantite=20}, {id_produit=17, quantite=14}, {id_produit=13, quantite=9}, {id_produit=26, quantite=11}, {id_produit=33, quantite=16}, {id_produit=5, quantite=7}, {id_produit=58, quantite=19}, {id_produit=39, quantite=3}, {id_produit=41, quantite=12}, {id_produit=55, quantite=7}, {id_produit=52, quantite=13}, {id_produit=55, quantite=13}]|18-03-2022
446|88|1|[{id_produit=16, quantite=2}]|01-02-2022
447|85|2|[{id_produit=22, quantite=20}]|22-08-2021
448|2|4|[{id_produit=28, quantite=4}, {id_produit=30, quantite=20}, {id_produit=54, quantite=4}, {id_produit=49, quantite=17}, {id_produit=33, quantite=9}, {id_produit=26, quantite=1}, {id_produit=2, quantite=14}, {id_produit=7, quantite=5}, {id_produit=55, quantite=19}, {id_produit=15, quantite=9}, {id_produit=6, quantite=20}, {id_produit=51, quantite=11}, {id_produit=41, quantite=10}, {id_produit=9, quantite=9}]|10-11-2021
449|64|1|[{id_produit=38, quantite=1}, {id_produit=13, quantite=10}, {id_produit=2, quantite=9}, {id_produit=30, quantite=3}, {id_produit=15, quantite=14}, {id_produit=18, quantite=11}, {id_produit=11, quantite=4}, {id_produit=34, quantite=14}, {id_produit=58, quantite=2}, {id_produit=4, quantite=8}, {id_produit=25, quantite=10}, {id_produit=8, quantite=2}, {id_produit=22, quantite=12}, {id_produit=21, quantite=9}, {id_produit=27, quantite=9}, {id_produit=22, quantite=14}]|26-01-2021
450|91|2|[{id_produit=44, quantite=4}, {id_produit=2, quantite=17}, {id_produit=15, quantite=5}, {id_produit=1, quantite=5}, {id_produit=23, quantite=8}, {id_produit=60, quantite=15}, {id_produit=29, quantite=10}, {id_produit=52, quantite=17}, {id_produit=15, quantite=12}, {id_produit=11, quantite=13}, {id_produit=2, quantite=14}, {id_produit=19, quantite=8}, {id_produit=1, quantite=3}, {id_produit=41, quantite=8}, {id_produit=51, quantite=3}, {id_produit=18, quantite=11}, {id_produit=5, quantite=9}, {id_produit=36, quantite=16}]|15-04-2022
451|57|2|[{id_produit=60, quantite=11}, {id_produit=12, quantite=10}, {id_produit=37, quantite=14}, {id_produit=18, quantite=8}, {id_produit=43, quantite=14}]|10-04-2022
452|65|4|[{id_produit=11, quantite=20}, {id_produit=1, quantite=18}, {id_produit=13, quantite=11}]|02-02-2022
453|83|4|[{id_produit=23, quantite=19}, {id_produit=50, quantite=3}, {id_produit=57, quantite=8}, {id_produit=17, quantite=3}, {id_produit=59, quantite=3}, {id_produit=48, quantite=16}]|07-04-2022
454|67|1|[{id_produit=34, quantite=2}, {id_produit=40, quantite=17}, {id_produit=20, quantite=10}, {id_produit=57, quantite=7}, {id_produit=24, quantite=4}, {id_produit=41, quantite=8}, {id_produit=8, quantite=11}, {id_produit=31, quantite=16}, {id_produit=48, quantite=7}, {id_produit=23, quantite=4}, {id_produit=8, quantite=11}, {id_produit=33, quantite=4}]|19-03-2021
455|49|5|[{id_produit=16, quantite=10}, {id_produit=1, quantite=6}, {id_produit=19, quantite=17}, {id_produit=19, quantite=2}, {id_produit=24, quantite=4}, {id_produit=60, quantite=10}, {id_produit=2, quantite=11}, {id_produit=20, quantite=7}, {id_produit=46, quantite=12}, {id_produit=45, quantite=15}, {id_produit=51, quantite=20}, {id_produit=22, quantite=2}, {id_produit=6, quantite=19}, {id_produit=14, quantite=9}, {id_produit=46, quantite=11}, {id_produit=1, quantite=18}, {id_produit=32, quantite=19}]|04-07-2021
456|20|5|[{id_produit=53, quantite=10}, {id_produit=2, quantite=10}, {id_produit=36, quantite=16}, {id_produit=45, quantite=17}, {id_produit=36, quantite=14}, {id_produit=9, quantite=10}, {id_produit=36, quantite=20}, {id_produit=14, quantite=5}, {id_produit=15, quantite=4}, {id_produit=42, quantite=1}, {id_produit=22, quantite=2}, {id_produit=47, quantite=16}, {id_produit=36, quantite=1}]|15-02-2021
457|62|4|[{id_produit=19, quantite=13}, {id_produit=8, quantite=4}, {id_produit=55, quantite=14}, {id_produit=27, quantite=14}, {id_produit=1, quantite=14}, {id_produit=54, quantite=12}, {id_produit=49, quantite=2}, {id_produit=6, quantite=14}, {id_produit=58, quantite=8}, {id_produit=31, quantite=2}, {id_produit=3, quantite=9}, {id_produit=26, quantite=6}, {id_produit=47, quantite=17}, {id_produit=24, quantite=4}, {id_produit=38, quantite=12}, {id_produit=29, quantite=8}, {id_produit=32, quantite=7}]|08-09-2022
458|39|5|[{id_produit=9, quantite=11}, {id_produit=59, quantite=12}, {id_produit=2, quantite=1}]|06-03-2022
459|62|5|[{id_produit=53, quantite=15}, {id_produit=24, quantite=13}, {id_produit=41, quantite=14}, {id_produit=31, quantite=6}, {id_produit=14, quantite=10}, {id_produit=17, quantite=13}, {id_produit=2, quantite=19}, {id_produit=58, quantite=19}, {id_produit=46, quantite=9}]|18-01-2022
460|41|1|[{id_produit=29, quantite=2}, {id_produit=54, quantite=20}]|06-02-2021
461|16|1|[{id_produit=28, quantite=12}, {id_produit=30, quantite=15}, {id_produit=49, quantite=15}, {id_produit=20, quantite=16}, {id_produit=26, quantite=1}, {id_produit=28, quantite=14}, {id_produit=12, quantite=8}, {id_produit=34, quantite=6}, {id_produit=20, quantite=1}, {id_produit=12, quantite=5}, {id_produit=8, quantite=8}, {id_produit=49, quantite=12}, {id_produit=19, quantite=4}, {id_produit=27, quantite=4}, {id_produit=24, quantite=9}]|17-10-2021
462|92|2|[{id_produit=23, quantite=20}, {id_produit=58, quantite=16}, {id_produit=6, quantite=11}, {id_produit=20, quantite=7}, {id_produit=19, quantite=7}, {id_produit=41, quantite=9}, {id_produit=6, quantite=7}, {id_produit=24, quantite=8}, {id_produit=40, quantite=2}, {id_produit=11, quantite=3}, {id_produit=20, quantite=11}, {id_produit=56, quantite=14}, {id_produit=18, quantite=12}, {id_produit=31, quantite=14}, {id_produit=6, quantite=20}, {id_produit=24, quantite=17}, {id_produit=20, quantite=7}, {id_produit=17, quantite=20}, {id_produit=42, quantite=4}]|13-04-2022
463|64|3|[{id_produit=34, quantite=19}, {id_produit=12, quantite=8}, {id_produit=33, quantite=14}, {id_produit=53, quantite=5}, {id_produit=6, quantite=9}, {id_produit=58, quantite=17}]|01-07-2022
464|11|2|[{id_produit=1, quantite=18}, {id_produit=27, quantite=6}, {id_produit=22, quantite=7}, {id_produit=47, quantite=1}, {id_produit=6, quantite=9}, {id_produit=10, quantite=7}, {id_produit=46, quantite=20}, {id_produit=20, quantite=9}, {id_produit=5, quantite=3}, {id_produit=49, quantite=19}]|28-08-2022
465|66|1|[{id_produit=43, quantite=8}, {id_produit=60, quantite=7}, {id_produit=36, quantite=18}, {id_produit=3, quantite=20}, {id_produit=26, quantite=4}]|29-09-2022
466|87|5|[{id_produit=37, quantite=17}, {id_produit=18, quantite=14}, {id_produit=19, quantite=8}, {id_produit=32, quantite=8}, {id_produit=58, quantite=12}, {id_produit=41, quantite=5}, {id_produit=3, quantite=10}]|06-04-2022
467|10|2|[{id_produit=16, quantite=13}, {id_produit=2, quantite=19}, {id_produit=25, quantite=3}, {id_produit=59, quantite=11}, {id_produit=8, quantite=17}, {id_produit=22, quantite=19}, {id_produit=57, quantite=8}, {id_produit=53, quantite=19}, {id_produit=9, quantite=19}, {id_produit=8, quantite=19}, {id_produit=9, quantite=12}, {id_produit=7, quantite=16}, {id_produit=2, quantite=20}, {id_produit=4, quantite=20}]|04-01-2022
468|75|2|[{id_produit=3, quantite=2}, {id_produit=49, quantite=8}, {id_produit=34, quantite=6}, {id_produit=52, quantite=19}, {id_produit=32, quantite=18}]|06-02-2022
469|93|2|[{id_produit=10, quantite=2}, {id_produit=54, quantite=2}, {id_produit=55, quantite=9}, {id_produit=19, quantite=17}, {id_produit=50, quantite=12}]|29-12-2022
470|72|4|[{id_produit=23, quantite=10}, {id_produit=51, quantite=10}, {id_produit=18, quantite=13}]|10-05-2022
471|54|2|[{id_produit=23, quantite=10}, {id_produit=16, quantite=17}, {id_produit=17, quantite=9}, {id_produit=3, quantite=10}, {id_produit=28, quantite=18}, {id_produit=28, quantite=19}, {id_produit=6, quantite=19}, {id_produit=34, quantite=1}, {id_produit=56, quantite=16}, {id_produit=58, quantite=19}, {id_produit=58, quantite=15}, {id_produit=38, quantite=16}, {id_produit=34, quantite=5}, {id_produit=51, quantite=12}, {id_produit=7, quantite=11}, {id_produit=21, quantite=6}, {id_produit=25, quantite=19}, {id_produit=29, quantite=16}, {id_produit=5, quantite=20}, {id_produit=18, quantite=19}]|22-01-2022
472|47|5|[{id_produit=32, quantite=20}, {id_produit=24, quantite=12}, {id_produit=18, quantite=15}, {id_produit=56, quantite=16}, {id_produit=41, quantite=18}, {id_produit=42, quantite=15}, {id_produit=1, quantite=3}, {id_produit=51, quantite=19}]|26-02-2022
473|67|4|[{id_produit=11, quantite=2}, {id_produit=38, quantite=14}, {id_produit=18, quantite=15}]|11-04-2021
474|31|1|[{id_produit=9, quantite=7}, {id_produit=38, quantite=4}, {id_produit=19, quantite=13}, {id_produit=2, quantite=5}, {id_produit=24, quantite=14}, {id_produit=2, quantite=14}, {id_produit=45, quantite=8}, {id_produit=5, quantite=13}, {id_produit=46, quantite=4}, {id_produit=32, quantite=6}, {id_produit=19, quantite=19}, {id_produit=29, quantite=17}, {id_produit=32, quantite=8}]|03-06-2021
475|61|4|[{id_produit=4, quantite=16}, {id_produit=35, quantite=7}, {id_produit=26, quantite=1}, {id_produit=47, quantite=7}, {id_produit=6, quantite=11}, {id_produit=60, quantite=20}, {id_produit=51, quantite=5}, {id_produit=7, quantite=12}]|16-09-2021
476|32|3|[{id_produit=10, quantite=3}, {id_produit=56, quantite=4}, {id_produit=1, quantite=8}, {id_produit=2, quantite=7}, {id_produit=34, quantite=11}, {id_produit=57, quantite=3}, {id_produit=4, quantite=17}, {id_produit=38, quantite=11}, {id_produit=21, quantite=10}, {id_produit=25, quantite=8}, {id_produit=47, quantite=2}, {id_produit=10, quantite=5}, {id_produit=13, quantite=7}, {id_produit=49, quantite=3}, {id_produit=58, quantite=17}, {id_produit=32, quantite=13}, {id_produit=56, quantite=5}]|09-10-2022
477|71|5|[{id_produit=19, quantite=20}]|22-04-2022
478|100|1|[{id_produit=11, quantite=2}, {id_produit=53, quantite=18}, {id_produit=19, quantite=10}, {id_produit=13, quantite=2}]|26-11-2021
479|86|4|[{id_produit=2, quantite=3}, {id_produit=50, quantite=11}, {id_produit=34, quantite=9}, {id_produit=46, quantite=5}]|26-12-2022
480|49|4|[{id_produit=5, quantite=16}, {id_produit=16, quantite=16}, {id_produit=35, quantite=14}, {id_produit=30, quantite=10}, {id_produit=38, quantite=12}, {id_produit=1, quantite=19}, {id_produit=27, quantite=5}, {id_produit=45, quantite=3}, {id_produit=57, quantite=10}, {id_produit=13, quantite=12}, {id_produit=20, quantite=2}, {id_produit=21, quantite=3}, {id_produit=28, quantite=8}, {id_produit=25, quantite=13}, {id_produit=23, quantite=5}]|14-06-2021
481|78|2|[{id_produit=4, quantite=12}, {id_produit=44, quantite=2}, {id_produit=5, quantite=4}, {id_produit=17, quantite=10}, {id_produit=56, quantite=3}, {id_produit=51, quantite=19}, {id_produit=25, quantite=3}, {id_produit=46, quantite=20}, {id_produit=56, quantite=9}, {id_produit=42, quantite=15}, {id_produit=58, quantite=17}, {id_produit=31, quantite=17}, {id_produit=50, quantite=14}, {id_produit=19, quantite=8}, {id_produit=48, quantite=10}]|03-05-2022
482|4|4|[{id_produit=24, quantite=8}, {id_produit=21, quantite=19}, {id_produit=43, quantite=1}, {id_produit=39, quantite=7}, {id_produit=9, quantite=17}, {id_produit=55, quantite=5}, {id_produit=19, quantite=6}, {id_produit=34, quantite=12}, {id_produit=49, quantite=12}, {id_produit=30, quantite=7}, {id_produit=23, quantite=3}]|28-07-2022
483|100|2|[{id_produit=30, quantite=19}, {id_produit=51, quantite=17}, {id_produit=45, quantite=8}, {id_produit=1, quantite=8}, {id_produit=55, quantite=14}, {id_produit=51, quantite=8}, {id_produit=60, quantite=12}, {id_produit=60, quantite=10}, {id_produit=53, quantite=2}]|06-01-2022
484|86|3|[{id_produit=4, quantite=3}]|06-09-2021
485|67|2|[{id_produit=15, quantite=13}, {id_produit=47, quantite=9}, {id_produit=42, quantite=7}]|17-06-2021
486|13|1|[{id_produit=18, quantite=18}, {id_produit=40, quantite=6}, {id_produit=21, quantite=6}, {id_produit=38, quantite=6}, {id_produit=20, quantite=7}, {id_produit=36, quantite=14}, {id_produit=39, quantite=4}, {id_produit=17, quantite=12}, {id_produit=56, quantite=15}, {id_produit=21, quantite=8}, {id_produit=36, quantite=2}, {id_produit=14, quantite=16}, {id_produit=46, quantite=6}, {id_produit=2, quantite=5}, {id_produit=25, quantite=9}]|15-06-2021
487|57|1|[{id_produit=30, quantite=12}, {id_produit=54, quantite=9}, {id_produit=19, quantite=14}, {id_produit=30, quantite=11}, {id_produit=54, quantite=13}, {id_produit=20, quantite=5}, {id_produit=24, quantite=17}, {id_produit=39, quantite=18}, {id_produit=21, quantite=7}]|17-03-2021
488|81|2|[{id_produit=9, quantite=12}, {id_produit=38, quantite=20}, {id_produit=11, quantite=5}, {id_produit=26, quantite=10}]|22-02-2021
489|57|3|[{id_produit=21, quantite=14}]|17-09-2021
490|3|5|[{id_produit=26, quantite=14}, {id_produit=23, quantite=11}, {id_produit=56, quantite=13}, {id_produit=24, quantite=8}, {id_produit=36, quantite=10}, {id_produit=60, quantite=8}, {id_produit=15, quantite=4}]|22-08-2022
491|49|1|[{id_produit=16, quantite=16}, {id_produit=52, quantite=17}, {id_produit=4, quantite=15}, {id_produit=42, quantite=14}, {id_produit=24, quantite=17}, {id_produit=38, quantite=20}, {id_produit=20, quantite=9}, {id_produit=43, quantite=3}, {id_produit=54, quantite=8}, {id_produit=40, quantite=7}, {id_produit=59, quantite=9}, {id_produit=59, quantite=16}, {id_produit=19, quantite=2}, {id_produit=38, quantite=11}, {id_produit=42, quantite=12}, {id_produit=12, quantite=6}, {id_produit=56, quantite=7}, {id_produit=18, quantite=20}, {id_produit=13, quantite=6}, {id_produit=26, quantite=19}]|26-11-2021
492|8|4|[{id_produit=31, quantite=16}, {id_produit=41, quantite=8}, {id_produit=25, quantite=20}, {id_produit=24, quantite=19}, {id_produit=2, quantite=9}, {id_produit=6, quantite=6}, {id_produit=25, quantite=17}, {id_produit=29, quantite=4}, {id_produit=51, quantite=19}, {id_produit=13, quantite=5}, {id_produit=50, quantite=17}]|13-05-2022
493|55|5|[{id_produit=11, quantite=3}, {id_produit=11, quantite=13}, {id_produit=33, quantite=17}, {id_produit=44, quantite=6}, {id_produit=31, quantite=11}, {id_produit=40, quantite=1}, {id_produit=26, quantite=7}, {id_produit=60, quantite=2}, {id_produit=1, quantite=6}, {id_produit=23, quantite=6}]|11-01-2022
494|31|3|[{id_produit=38, quantite=19}, {id_produit=52, quantite=10}]|28-04-2021
495|49|5|[{id_produit=18, quantite=4}]|21-08-2021
496|87|2|[{id_produit=20, quantite=17}, {id_produit=36, quantite=7}, {id_produit=21, quantite=14}, {id_produit=55, quantite=19}, {id_produit=8, quantite=10}, {id_produit=30, quantite=7}, {id_produit=9, quantite=13}, {id_produit=43, quantite=13}, {id_produit=42, quantite=9}, {id_produit=45, quantite=7}, {id_produit=20, quantite=18}, {id_produit=6, quantite=9}, {id_produit=49, quantite=4}, {id_produit=37, quantite=20}, {id_produit=21, quantite=1}, {id_produit=57, quantite=5}, {id_produit=6, quantite=4}, {id_produit=9, quantite=8}, {id_produit=24, quantite=14}, {id_produit=28, quantite=19}]|07-05-2021
497|46|1|[{id_produit=58, quantite=16}, {id_produit=49, quantite=15}, {id_produit=5, quantite=13}, {id_produit=57, quantite=15}, {id_produit=60, quantite=4}, {id_produit=42, quantite=13}, {id_produit=20, quantite=15}, {id_produit=36, quantite=5}, {id_produit=56, quantite=4}, {id_produit=11, quantite=2}, {id_produit=31, quantite=1}]|07-06-2022
498|64|5|[{id_produit=34, quantite=20}, {id_produit=4, quantite=5}, {id_produit=52, quantite=7}, {id_produit=33, quantite=14}, {id_produit=26, quantite=8}, {id_produit=45, quantite=19}, {id_produit=35, quantite=4}, {id_produit=30, quantite=9}]|19-11-2022
499|64|5|[{id_produit=29, quantite=17}, {id_produit=29, quantite=16}, {id_produit=26, quantite=13}, {id_produit=38, quantite=9}, {id_produit=39, quantite=1}, {id_produit=54, quantite=7}, {id_produit=13, quantite=13}, {id_produit=52, quantite=19}, {id_produit=43, quantite=15}, {id_produit=14, quantite=8}, {id_produit=52, quantite=19}, {id_produit=44, quantite=13}, {id_produit=47, quantite=7}, {id_produit=8, quantite=3}, {id_produit=35, quantite=6}, {id_produit=27, quantite=3}]|19-02-2022
500|6|1|[{id_produit=59, quantite=10}, {id_produit=47, quantite=2}, {id_produit=60, quantite=9}, {id_produit=10, quantite=4}, {id_produit=41, quantite=6}, {id_produit=31, quantite=9}, {id_produit=25, quantite=3}, {id_produit=42, quantite=2}, {id_produit=57, quantite=12}, {id_produit=8, quantite=6}, {id_produit=36, quantite=11}, {id_produit=18, quantite=6}, {id_produit=17, quantite=13}, {id_produit=38, quantite=2}, {id_produit=12, quantite=19}, {id_produit=7, quantite=5}, {id_produit=10, quantite=14}, {id_produit=8, quantite=14}]|03-06-2021
501|58|2|[{id_produit=26, quantite=14}, {id_produit=9, quantite=14}]|14-11-2021
